,body_bytes_sent,request_length,request_time,upstream_response_time,network_receive_bytes_per_second,network_transmit_bytes_per_second,DELETE,GET,POST,PUT,available_request,error_request,HTTP/1.0,HTTP/1.1,valid_user_agent,supicious_user_agent,cluster_kmeans
3276,95,237,0.016,0.015,576994.4,835005.44,0,0,1,0,1,0,0,1,0,1,normal
3277,10673,150,0.013,0.013,576994.4,835005.44,0,1,0,0,1,0,0,1,0,1,normal
3278,2,209,0.01,0.01,576994.4,835005.44,1,0,0,0,1,0,0,1,0,1,normal
3279,10573,150,0.013,0.014,576994.4,835005.44,0,1,0,0,1,0,0,1,0,1,normal
3280,91,289,0.013,0.012,576994.4,835005.44,0,0,0,1,1,0,0,1,0,1,normal
3281,10572,150,0.013,0.013,576994.4,835005.44,0,1,0,0,1,0,0,1,0,1,normal
3282,10572,150,0.014,0.014,576994.4,835005.44,0,1,0,0,1,0,0,1,0,1,normal
3283,10572,150,0.01,0.01,576994.4,835005.44,0,1,0,0,1,0,0,1,0,1,normal
3284,87,285,0.016,0.017,576994.4,835005.44,0,0,0,1,1,0,0,1,0,1,normal
3285,88,230,0.014,0.014,576994.4,835005.44,0,0,1,0,1,0,0,1,0,1,normal
3286,10660,150,0.009,0.009,576994.4,835005.44,0,1,0,0,1,0,0,1,0,1,normal
3287,87,285,0.019,0.02,576994.4,835005.44,0,0,0,1,1,0,0,1,0,1,normal
3288,10660,150,0.025,0.026,576994.4,835005.44,0,1,0,0,1,0,0,1,0,1,normal
3289,89,231,0.014,0.014,576994.4,835005.44,0,0,1,0,1,0,0,1,0,1,normal
3290,10749,150,0.007,0.008,576994.4,835005.44,0,1,0,0,1,0,0,1,0,1,normal
3291,2,209,0.009,0.01,576994.4,835005.44,1,0,0,0,1,0,0,1,0,1,normal
3292,10653,150,0.013,0.013,576994.4,835005.44,0,1,0,0,1,0,0,1,0,1,normal
3293,10653,150,0.008,0.007,576994.4,835005.44,0,1,0,0,1,0,0,1,0,1,normal
3294,86,284,0.01,0.01,576994.4,835005.44,0,0,0,1,1,0,0,1,0,1,normal
3295,10654,150,0.008,0.007,576994.4,835005.44,0,1,0,0,1,0,0,1,0,1,normal
3296,10654,150,0.007,0.007,576994.4,835005.44,0,1,0,0,1,0,0,1,0,1,normal
3297,86,284,0.013,0.013,576994.4,835005.44,0,0,0,1,1,0,0,1,0,1,normal
3298,99,241,0.011,0.011,576994.4,835005.44,0,0,1,0,1,0,0,1,0,1,normal
3299,10753,150,0.007,0.008,576994.4,835005.44,0,1,0,0,1,0,0,1,0,1,normal
3300,10753,150,0.007,0.006,576994.4,835005.44,0,1,0,0,1,0,0,1,0,1,normal
3301,93,291,0.009,0.01,576994.4,835005.44,0,0,0,1,1,0,0,1,0,1,normal
3302,10752,150,0.007,0.008,576994.4,835005.44,0,1,0,0,1,0,0,1,0,1,normal
3303,10752,150,0.01,0.01,576994.4,835005.44,0,1,0,0,1,0,0,1,0,1,normal
3304,95,237,0.011,0.012,576994.4,835005.44,0,0,1,0,1,0,0,1,0,1,normal
3305,87,229,0.011,0.011,576994.4,835005.44,0,0,1,0,1,0,0,1,0,1,normal
3306,10936,150,0.009,0.01,576994.4,835005.44,0,1,0,0,1,0,0,1,0,1,normal
3307,10936,150,0.015,0.015,576994.4,835005.44,0,1,0,0,1,0,0,1,0,1,normal
3308,86,284,0.017,0.017,576994.4,835005.44,0,0,0,1,1,0,0,1,0,1,normal
3309,87,285,0.013,0.013,576994.4,835005.44,0,0,0,1,1,0,0,1,0,1,normal
3310,10934,150,0.007,0.007,576994.4,835005.44,0,1,0,0,1,0,0,1,0,1,normal
3311,10934,150,0.006,0.007,576994.4,835005.44,0,1,0,0,1,0,0,1,0,1,normal
3312,10934,150,0.008,0.007,576994.4,835005.44,0,1,0,0,1,0,0,1,0,1,normal
3313,2,209,0.009,0.008,576994.4,835005.44,1,0,0,0,1,0,0,1,0,1,normal
3314,89,231,0.011,0.011,576994.4,835005.44,0,0,1,0,1,0,0,1,0,1,normal
3315,10937,150,0.008,0.007,576994.4,835005.44,0,1,0,0,1,0,0,1,0,1,normal
3316,94,292,0.013,0.013,576994.4,835005.44,0,0,0,1,1,0,0,1,0,1,normal
3317,10936,150,0.007,0.008,576994.4,835005.44,0,1,0,0,1,0,0,1,0,1,normal
3318,10936,150,0.009,0.009,576994.4,835005.44,0,1,0,0,1,0,0,1,0,1,normal
3319,88,286,0.009,0.009,576994.4,835005.44,0,0,0,1,1,0,0,1,0,1,normal
3320,10935,150,0.009,0.01,576994.4,835005.44,0,1,0,0,1,0,0,1,0,1,normal
3321,2,209,0.012,0.012,576994.4,835005.44,1,0,0,0,1,0,0,1,0,1,normal
3322,10846,150,0.012,0.011,576994.4,835005.44,0,1,0,0,1,0,0,1,0,1,normal
3323,87,285,0.013,0.013,576994.4,835005.44,0,0,0,1,1,0,0,1,0,1,normal
3324,90,232,0.01,0.011,576994.4,835005.44,0,0,1,0,1,0,0,1,0,1,normal
3325,10936,150,0.009,0.009,576994.4,835005.44,0,1,0,0,1,0,0,1,0,1,normal
3326,2,209,0.009,0.008,576994.4,835005.44,1,0,0,0,1,0,0,1,0,1,normal
3327,10845,150,0.012,0.012,576994.4,835005.44,0,1,0,0,1,0,0,1,0,1,normal
3328,10845,150,0.007,0.007,576994.4,835005.44,0,1,0,0,1,0,0,1,0,1,normal
3329,93,291,0.01,0.01,576994.4,835005.44,0,0,0,1,1,0,0,1,0,1,normal
3330,10844,150,0.016,0.016,576994.4,835005.44,0,1,0,0,1,0,0,1,0,1,normal
3331,10844,150,0.012,0.012,576994.4,835005.44,0,1,0,0,1,0,0,1,0,1,normal
3332,91,289,0.01,0.009,576994.4,835005.44,0,0,0,1,1,0,0,1,0,1,normal
3333,10845,150,0.011,0.012,576994.4,835005.44,0,1,0,0,1,0,0,1,0,1,normal
3334,10845,150,0.008,0.008,576994.4,835005.44,0,1,0,0,1,0,0,1,0,1,normal
3335,91,289,0.012,0.012,576994.4,835005.44,0,0,0,1,1,0,0,1,0,1,normal
3336,10846,150,0.01,0.01,576994.4,835005.44,0,1,0,0,1,0,0,1,0,1,normal
3337,2,209,0.009,0.009,576994.4,835005.44,1,0,0,0,1,0,0,1,0,1,normal
3338,10747,150,0.009,0.008,576994.4,835005.44,0,1,0,0,1,0,0,1,0,1,normal
3339,2,209,0.007,0.007,576994.4,835005.44,1,0,0,0,1,0,0,1,0,1,normal
3340,10659,150,0.009,0.009,576994.4,835005.44,0,1,0,0,1,0,0,1,0,1,normal
3341,10659,150,0.008,0.007,576994.4,835005.44,0,1,0,0,1,0,0,1,0,1,normal
3342,95,293,0.01,0.011,576994.4,835005.44,0,0,0,1,1,0,0,1,0,1,normal
3343,10658,150,0.007,0.007,576994.4,835005.44,0,1,0,0,1,0,0,1,0,1,normal
3344,2,209,0.011,0.011,576994.4,835005.44,1,0,0,0,1,0,0,1,0,1,normal
3345,10567,150,0.007,0.007,576994.4,835005.44,0,1,0,0,1,0,0,1,0,1,normal
3346,88,286,0.019,0.018,576994.4,835005.44,0,0,0,1,1,0,0,1,0,1,normal
3347,10566,150,0.01,0.01,576994.4,835005.44,0,1,0,0,1,0,0,1,0,1,normal
3348,10566,150,0.015,0.015,576994.4,835005.44,0,1,0,0,1,0,0,1,0,1,normal
3349,2,209,0.01,0.01,576994.4,835005.44,1,0,0,0,1,0,0,1,0,1,normal
3350,10464,150,0.007,0.007,576994.4,835005.44,0,1,0,0,1,0,0,1,0,1,normal
3351,86,284,0.013,0.014,576994.4,835005.44,0,0,0,1,1,0,0,1,0,1,normal
3352,10463,150,0.012,0.012,576994.4,835005.44,0,1,0,0,1,0,0,1,0,1,normal
3353,99,297,0.017,0.017,576994.4,835005.44,0,0,0,1,1,0,0,1,0,1,normal
3354,88,230,0.012,0.011,576994.4,835005.44,0,0,1,0,1,0,0,1,0,1,normal
3355,10553,150,0.01,0.01,576994.4,835005.44,0,1,0,0,1,0,0,1,0,1,normal
3356,2,209,0.013,0.012,576994.4,835005.44,1,0,0,0,1,0,0,1,0,1,normal
3357,10456,150,0.021,0.02,576994.4,835005.44,0,1,0,0,1,0,0,1,0,1,normal
3358,87,229,0.025,0.025,576994.4,835005.44,0,0,1,0,1,0,0,1,0,1,normal
3359,10544,150,0.013,0.012,576994.4,835005.44,0,1,0,0,1,0,0,1,0,1,normal
3360,87,285,0.021,0.021,576994.4,835005.44,0,0,0,1,1,0,0,1,0,1,normal
3361,2,209,0.01,0.01,576994.4,835005.44,1,0,0,0,1,0,0,1,0,1,normal
3362,10458,150,0.066,0.066,576994.4,835005.44,0,1,0,0,1,0,0,1,0,1,normal
3363,88,230,0.01,0.01,594020.9600000001,863051.6799999999,0,0,1,0,1,0,0,1,0,1,normal
3364,10547,150,0.007,0.007,594020.9600000001,863051.6799999999,0,1,0,0,1,0,0,1,0,1,normal
3365,93,291,0.011,0.01,594020.9600000001,863051.6799999999,0,0,0,1,1,0,0,1,0,1,normal
3366,10546,150,0.008,0.008,594020.9600000001,863051.6799999999,0,1,0,0,1,0,0,1,0,1,normal
3367,92,290,0.008,0.008,594020.9600000001,863051.6799999999,0,0,0,1,1,0,0,1,0,1,normal
3368,93,235,0.013,0.014,594020.9600000001,863051.6799999999,0,0,1,0,1,0,0,1,0,1,normal
3369,99,241,0.009,0.009,594020.9600000001,863051.6799999999,0,0,1,0,1,0,0,1,0,1,normal
3370,10741,150,0.01,0.01,594020.9600000001,863051.6799999999,0,1,0,0,1,0,0,1,0,1,normal
3371,100,242,0.011,0.011,594020.9600000001,863051.6799999999,0,0,1,0,1,0,0,1,0,1,normal
3372,10842,150,0.007,0.007,594020.9600000001,863051.6799999999,0,1,0,0,1,0,0,1,0,1,normal
3373,2,209,0.006,0.007,594020.9600000001,863051.6799999999,1,0,0,0,1,0,0,1,0,1,normal
3374,10752,150,0.009,0.01,594020.9600000001,863051.6799999999,0,1,0,0,1,0,0,1,0,1,normal
3375,86,228,0.011,0.011,594020.9600000001,863051.6799999999,0,0,1,0,1,0,0,1,0,1,normal
3376,90,232,0.009,0.009,594020.9600000001,863051.6799999999,0,0,1,0,1,0,0,1,0,1,normal
3377,10930,150,0.008,0.007,594020.9600000001,863051.6799999999,0,1,0,0,1,0,0,1,0,1,normal
3378,88,286,0.01,0.011,594020.9600000001,863051.6799999999,0,0,0,1,1,0,0,1,0,1,normal
3379,10929,150,0.008,0.007,594020.9600000001,863051.6799999999,0,1,0,0,1,0,0,1,0,1,normal
3380,2,209,0.01,0.01,594020.9600000001,863051.6799999999,1,0,0,0,1,0,0,1,0,1,normal
3381,10929,150,0.013,0.012,594020.9600000001,863051.6799999999,0,1,0,0,1,0,0,1,0,1,normal
3382,10840,150,0.011,0.01,594020.9600000001,863051.6799999999,0,1,0,0,1,0,0,1,0,1,normal
3383,10840,150,0.009,0.009,594020.9600000001,863051.6799999999,0,1,0,0,1,0,0,1,0,1,normal
3384,2,209,0.008,0.007,594020.9600000001,863051.6799999999,1,0,0,0,1,0,0,1,0,1,normal
3385,10749,150,0.009,0.009,594020.9600000001,863051.6799999999,0,1,0,0,1,0,0,1,0,1,normal
3386,88,286,0.009,0.008,594020.9600000001,863051.6799999999,0,0,0,1,1,0,0,1,0,1,normal
3387,10750,150,0.007,0.008,594020.9600000001,863051.6799999999,0,1,0,0,1,0,0,1,0,1,normal
3388,10750,150,0.01,0.009,594020.9600000001,863051.6799999999,0,1,0,0,1,0,0,1,0,1,normal
3389,2,209,0.01,0.01,594020.9600000001,863051.6799999999,1,0,0,0,1,0,0,1,0,1,normal
3390,10662,150,0.009,0.01,594020.9600000001,863051.6799999999,0,1,0,0,1,0,0,1,0,1,normal
3391,88,230,0.011,0.011,594020.9600000001,863051.6799999999,0,0,1,0,1,0,0,1,0,1,normal
3392,10751,150,0.007,0.008,594020.9600000001,863051.6799999999,0,1,0,0,1,0,0,1,0,1,normal
3393,10751,150,0.007,0.007,594020.9600000001,863051.6799999999,0,1,0,0,1,0,0,1,0,1,normal
3394,95,237,0.01,0.011,594020.9600000001,863051.6799999999,0,0,1,0,1,0,0,1,0,1,normal
3395,10847,150,0.008,0.008,594020.9600000001,863051.6799999999,0,1,0,0,1,0,0,1,0,1,normal
3396,10847,150,0.007,0.008,594020.9600000001,863051.6799999999,0,1,0,0,1,0,0,1,0,1,normal
3397,99,297,0.01,0.011,594020.9600000001,863051.6799999999,0,0,0,1,1,0,0,1,0,1,normal
3398,10846,150,0.009,0.009,594020.9600000001,863051.6799999999,0,1,0,0,1,0,0,1,0,1,normal
3399,10846,150,0.009,0.009,594020.9600000001,863051.6799999999,0,1,0,0,1,0,0,1,0,1,normal
3400,2,209,0.008,0.008,594020.9600000001,863051.6799999999,1,0,0,0,1,0,0,1,0,1,normal
3401,10758,150,0.007,0.007,594020.9600000001,863051.6799999999,0,1,0,0,1,0,0,1,0,1,normal
3402,2,209,0.006,0.006,594020.9600000001,863051.6799999999,1,0,0,0,1,0,0,1,0,1,normal
3403,100,242,0.01,0.01,594020.9600000001,863051.6799999999,0,0,1,0,1,0,0,1,0,1,normal
3404,10766,150,0.007,0.008,594020.9600000001,863051.6799999999,0,1,0,0,1,0,0,1,0,1,normal
3405,2,209,0.007,0.008,594020.9600000001,863051.6799999999,1,0,0,0,1,0,0,1,0,1,normal
3406,96,238,0.011,0.011,594020.9600000001,863051.6799999999,0,0,1,0,1,0,0,1,0,1,normal
3407,10769,150,0.008,0.009,594020.9600000001,863051.6799999999,0,1,0,0,1,0,0,1,0,1,normal
3408,10769,150,0.012,0.012,594020.9600000001,863051.6799999999,0,1,0,0,1,0,0,1,0,1,normal
3409,2,209,0.014,0.014,594020.9600000001,863051.6799999999,1,0,0,0,1,0,0,1,0,1,normal
3410,10769,150,0.011,0.012,594020.9600000001,863051.6799999999,0,1,0,0,1,0,0,1,0,1,normal
3411,2,209,0.008,0.008,594020.9600000001,863051.6799999999,1,0,0,0,1,0,0,1,0,1,normal
3412,102,244,0.014,0.014,594020.9600000001,863051.6799999999,0,0,1,0,1,0,0,1,0,1,normal
3413,10695,150,0.008,0.009,594020.9600000001,863051.6799999999,0,1,0,0,1,0,0,1,0,1,normal
3414,94,292,0.009,0.009,594020.9600000001,863051.6799999999,0,0,0,1,1,0,0,1,0,1,normal
3415,10694,150,0.008,0.008,594020.9600000001,863051.6799999999,0,1,0,0,1,0,0,1,0,1,normal
3416,89,287,0.012,0.012,594020.9600000001,863051.6799999999,0,0,0,1,1,0,0,1,0,1,normal
3417,10693,150,0.008,0.008,594020.9600000001,863051.6799999999,0,1,0,0,1,0,0,1,0,1,normal
3418,10693,150,0.01,0.01,594020.9600000001,863051.6799999999,0,1,0,0,1,0,0,1,0,1,normal
3419,10693,150,0.016,0.015,594020.9600000001,863051.6799999999,0,1,0,0,1,0,0,1,0,1,normal
3420,87,285,0.02,0.021,594020.9600000001,863051.6799999999,0,0,0,1,1,0,0,1,0,1,normal
3421,85,283,0.01,0.01,594020.9600000001,863051.6799999999,0,0,0,1,1,0,0,1,0,1,normal
3422,88,230,0.018,0.016,594020.9600000001,863051.6799999999,0,0,1,0,1,0,0,1,0,1,normal
3423,100,242,0.01,0.01,594020.9600000001,863051.6799999999,0,0,1,0,1,0,0,1,0,1,normal
3424,10977,150,0.01,0.011,594020.9600000001,863051.6799999999,0,1,0,0,1,0,0,1,0,1,normal
3425,95,237,0.011,0.011,594020.9600000001,863051.6799999999,0,0,1,0,1,0,0,1,0,1,normal
3426,100,298,0.009,0.009,594020.9600000001,863051.6799999999,0,0,0,1,1,0,0,1,0,1,normal
3427,10978,150,0.007,0.008,594020.9600000001,863051.6799999999,0,1,0,0,1,0,0,1,0,1,normal
3428,10978,150,0.007,0.006,594020.9600000001,863051.6799999999,0,1,0,0,1,0,0,1,0,1,normal
3429,10978,150,0.007,0.007,594020.9600000001,863051.6799999999,0,1,0,0,1,0,0,1,0,1,normal
3430,10978,150,0.01,0.009,594020.9600000001,863051.6799999999,0,1,0,0,1,0,0,1,0,1,normal
3431,10978,150,0.007,0.008,594020.9600000001,863051.6799999999,0,1,0,0,1,0,0,1,0,1,normal
3432,86,228,0.012,0.012,594020.9600000001,863051.6799999999,0,0,1,0,1,0,0,1,0,1,normal
3433,11065,150,0.011,0.011,594020.9600000001,863051.6799999999,0,1,0,0,1,0,0,1,0,1,normal
3434,11065,150,0.013,0.012,594020.9600000001,863051.6799999999,0,1,0,0,1,0,0,1,0,1,normal
3435,98,296,0.019,0.018,594020.9600000001,863051.6799999999,0,0,0,1,1,0,0,1,0,1,normal
3436,11064,150,0.01,0.01,594020.9600000001,863051.6799999999,0,1,0,0,1,0,0,1,0,1,normal
3437,2,209,0.009,0.009,594020.9600000001,863051.6799999999,1,0,0,0,1,0,0,1,0,1,normal
3438,10977,150,0.008,0.008,594020.9600000001,863051.6799999999,0,1,0,0,1,0,0,1,0,1,normal
3439,87,285,0.014,0.013,594020.9600000001,863051.6799999999,0,0,0,1,1,0,0,1,0,1,normal
3440,88,230,0.01,0.011,594020.9600000001,863051.6799999999,0,0,1,0,1,0,0,1,0,1,normal
3441,11065,150,0.008,0.008,594020.9600000001,863051.6799999999,0,1,0,0,1,0,0,1,0,1,normal
3442,11065,150,0.007,0.008,594020.9600000001,863051.6799999999,0,1,0,0,1,0,0,1,0,1,normal
3443,2,209,0.02,0.02,594020.9600000001,863051.6799999999,1,0,0,0,1,0,0,1,0,1,normal
3444,10976,150,0.021,0.022,594020.9600000001,863051.6799999999,0,1,0,0,1,0,0,1,0,1,normal
3445,86,228,0.025,0.025,594020.9600000001,863051.6799999999,0,0,1,0,1,0,0,1,0,1,normal
3446,88,286,0.015,0.014,594020.9600000001,863051.6799999999,0,0,0,1,1,0,0,1,0,1,normal
3447,11062,150,0.008,0.008,594020.9600000001,863051.6799999999,0,1,0,0,1,0,0,1,0,1,normal
3448,11062,150,0.007,0.006,594020.9600000001,863051.6799999999,0,1,0,0,1,0,0,1,0,1,normal
3449,94,236,0.01,0.011,594020.9600000001,863051.6799999999,0,0,1,0,1,0,0,1,0,1,normal
3450,11157,150,0.008,0.008,594020.9600000001,863051.6799999999,0,1,0,0,1,0,0,1,0,1,normal
3451,11157,150,0.009,0.008,594020.9600000001,863051.6799999999,0,1,0,0,1,0,0,1,0,1,normal
3452,2,209,0.008,0.008,594020.9600000001,863051.6799999999,1,0,0,0,1,0,0,1,0,1,normal
3453,88,230,0.01,0.01,594020.9600000001,863051.6799999999,0,0,1,0,1,0,0,1,0,1,normal
3454,11152,150,0.015,0.014,594020.9600000001,863051.6799999999,0,1,0,0,1,0,0,1,0,1,normal
3455,2,209,0.01,0.009,594020.9600000001,863051.6799999999,1,0,0,0,1,0,0,1,0,1,normal
3456,11058,150,0.007,0.007,594020.9600000001,863051.6799999999,0,1,0,0,1,0,0,1,0,1,normal
3457,87,285,0.01,0.01,594020.9600000001,863051.6799999999,0,0,0,1,1,0,0,1,0,1,normal
3458,11059,150,0.008,0.008,594020.9600000001,863051.6799999999,0,1,0,0,1,0,0,1,0,1,normal
3459,2,209,0.009,0.008,594020.9600000001,863051.6799999999,1,0,0,0,1,0,0,1,0,1,normal
3460,10970,150,0.01,0.009,594020.9600000001,863051.6799999999,0,1,0,0,1,0,0,1,0,1,normal
3461,90,288,0.015,0.015,594020.9600000001,863051.6799999999,0,0,0,1,1,0,0,1,0,1,normal
3462,10970,150,0.018,0.018,594020.9600000001,863051.6799999999,0,1,0,0,1,0,0,1,0,1,normal
3463,99,297,0.014,0.014,594020.9600000001,863051.6799999999,0,0,0,1,1,0,0,1,0,1,normal
3464,10970,150,0.01,0.01,594020.9600000001,863051.6799999999,0,1,0,0,1,0,0,1,0,1,normal
3465,2,209,0.008,0.007,594020.9600000001,863051.6799999999,1,0,0,0,1,0,0,1,0,1,normal
3466,10874,150,0.006,0.006,594020.9600000001,863051.6799999999,0,1,0,0,1,0,0,1,0,1,normal
3467,10874,150,0.006,0.007,594020.9600000001,863051.6799999999,0,1,0,0,1,0,0,1,0,1,normal
3468,2,209,0.007,0.007,594020.9600000001,863051.6799999999,1,0,0,0,1,0,0,1,0,1,normal
3469,10784,150,0.008,0.008,594020.9600000001,863051.6799999999,0,1,0,0,1,0,0,1,0,1,normal
3470,2,209,0.007,0.008,594020.9600000001,863051.6799999999,1,0,0,0,1,0,0,1,0,1,normal
3471,10695,150,0.009,0.008,594020.9600000001,863051.6799999999,0,1,0,0,1,0,0,1,0,1,normal
3472,2,209,0.008,0.008,594020.9600000001,863051.6799999999,1,0,0,0,1,0,0,1,0,1,normal
3473,10606,150,0.011,0.01,594020.9600000001,863051.6799999999,0,1,0,0,1,0,0,1,0,1,normal
3474,10606,150,0.022,0.022,594020.9600000001,863051.6799999999,0,1,0,0,1,0,0,1,0,1,normal
3475,10606,150,0.032,0.033,594020.9600000001,863051.6799999999,0,1,0,0,1,0,0,1,0,1,normal
3476,87,285,0.029,0.028,594020.9600000001,863051.6799999999,0,0,0,1,1,0,0,1,0,1,normal
3477,99,297,0.038,0.039,594020.9600000001,863051.6799999999,0,0,0,1,1,0,0,1,0,1,normal
3478,99,241,0.038,0.038,594020.9600000001,863051.6799999999,0,0,1,0,1,0,0,1,0,1,normal
3479,99,297,0.022,0.023,594020.9600000001,863051.6799999999,0,0,0,1,1,0,0,1,0,1,normal
3480,10703,150,0.007,0.006,594020.9600000001,863051.6799999999,0,1,0,0,1,0,0,1,0,1,normal
3481,89,287,0.012,0.013,594020.9600000001,863051.6799999999,0,0,0,1,1,0,0,1,0,1,normal
3482,10702,150,0.011,0.011,594020.9600000001,863051.6799999999,0,1,0,0,1,0,0,1,0,1,normal
3483,87,285,0.011,0.011,594020.9600000001,863051.6799999999,0,0,0,1,1,0,0,1,0,1,normal
3484,10701,150,0.006,0.007,594020.9600000001,863051.6799999999,0,1,0,0,1,0,0,1,0,1,normal
3485,94,292,0.01,0.01,594020.9600000001,863051.6799999999,0,0,0,1,1,0,0,1,0,1,normal
3486,10702,150,0.006,0.006,594020.9600000001,863051.6799999999,0,1,0,0,1,0,0,1,0,1,normal
3487,10702,150,0.007,0.007,594020.9600000001,863051.6799999999,0,1,0,0,1,0,0,1,0,1,normal
3488,2,209,0.008,0.008,594020.9600000001,863051.6799999999,1,0,0,0,1,0,0,1,0,1,normal
3489,95,237,0.012,0.011,594020.9600000001,863051.6799999999,0,0,1,0,1,0,0,1,0,1,normal
3490,10710,150,0.006,0.007,594020.9600000001,863051.6799999999,0,1,0,0,1,0,0,1,0,1,normal
3491,10710,150,0.007,0.008,594020.9600000001,863051.6799999999,0,1,0,0,1,0,0,1,0,1,normal
3492,2,209,0.012,0.012,594020.9600000001,863051.6799999999,1,0,0,0,1,0,0,1,0,1,normal
3493,10622,150,0.014,0.014,594020.9600000001,863051.6799999999,0,1,0,0,1,0,0,1,0,1,normal
3494,88,286,0.009,0.009,594020.9600000001,863051.6799999999,0,0,0,1,1,0,0,1,0,1,normal
3495,10621,150,0.008,0.007,594020.9600000001,863051.6799999999,0,1,0,0,1,0,0,1,0,1,normal
3496,93,235,0.015,0.015,594020.9600000001,863051.6799999999,0,0,1,0,1,0,0,1,0,1,normal
3497,10715,150,0.015,0.014,594020.9600000001,863051.6799999999,0,1,0,0,1,0,0,1,0,1,normal
3498,90,232,0.017,0.016,594020.9600000001,863051.6799999999,0,0,1,0,1,0,0,1,0,1,normal
3499,88,230,0.01,0.01,594020.9600000001,863051.6799999999,0,0,1,0,1,0,0,1,0,1,normal
3500,101,243,0.01,0.01,594020.9600000001,863051.6799999999,0,0,1,0,1,0,0,1,0,1,normal
3501,10997,150,0.008,0.009,594020.9600000001,863051.6799999999,0,1,0,0,1,0,0,1,0,1,normal
3502,95,293,0.009,0.009,594020.9600000001,863051.6799999999,0,0,0,1,1,0,0,1,0,1,normal
3503,10998,150,0.008,0.008,594020.9600000001,863051.6799999999,0,1,0,0,1,0,0,1,0,1,normal
3504,2,209,0.014,0.014,594020.9600000001,863051.6799999999,1,0,0,0,1,0,0,1,0,1,normal
3505,92,234,0.017,0.017,594020.9600000001,863051.6799999999,0,0,1,0,1,0,0,1,0,1,normal
3506,94,236,0.013,0.012,594020.9600000001,863051.6799999999,0,0,1,0,1,0,0,1,0,1,normal
3507,11098,150,0.011,0.011,594020.9600000001,863051.6799999999,0,1,0,0,1,0,0,1,0,1,normal
3508,99,241,0.013,0.012,594020.9600000001,863051.6799999999,0,0,1,0,1,0,0,1,0,1,normal
3509,11098,150,0.013,0.012,594020.9600000001,863051.6799999999,0,1,0,0,1,0,0,1,0,1,normal
3510,11198,150,0.008,0.009,594020.9600000001,863051.6799999999,0,1,0,0,1,0,0,1,0,1,normal
3511,98,240,0.012,0.012,594020.9600000001,863051.6799999999,0,0,1,0,1,0,0,1,0,1,normal
3512,11297,150,0.011,0.012,594020.9600000001,863051.6799999999,0,1,0,0,1,0,0,1,0,1,normal
3513,2,209,0.007,0.008,594020.9600000001,863051.6799999999,1,0,0,0,1,0,0,1,0,1,normal
3514,87,229,0.01,0.009,594020.9600000001,863051.6799999999,0,0,1,0,1,0,0,1,0,1,normal
3515,11293,150,0.006,0.006,594020.9600000001,863051.6799999999,0,1,0,0,1,0,0,1,0,1,normal
3516,2,209,0.009,0.009,594020.9600000001,863051.6799999999,1,0,0,0,1,0,0,1,0,1,normal
3517,11191,150,0.007,0.007,594020.9600000001,863051.6799999999,0,1,0,0,1,0,0,1,0,1,normal
3518,11191,150,0.008,0.007,594020.9600000001,863051.6799999999,0,1,0,0,1,0,0,1,0,1,normal
3519,95,293,0.009,0.01,594020.9600000001,863051.6799999999,0,0,0,1,1,0,0,1,0,1,normal
3520,100,242,0.009,0.009,594020.9600000001,863051.6799999999,0,0,1,0,1,0,0,1,0,1,normal
3521,11293,150,0.008,0.008,594020.9600000001,863051.6799999999,0,1,0,0,1,0,0,1,0,1,normal
3522,2,209,0.008,0.007,594020.9600000001,863051.6799999999,1,0,0,0,1,0,0,1,0,1,normal
3523,11193,150,0.008,0.007,594020.9600000001,863051.6799999999,0,1,0,0,1,0,0,1,0,1,normal
3524,2,209,0.006,0.006,594020.9600000001,863051.6799999999,1,0,0,0,1,0,0,1,0,1,normal
3525,87,229,0.013,0.014,594020.9600000001,863051.6799999999,0,0,1,0,1,0,0,1,0,1,normal
3526,11181,150,0.013,0.013,594020.9600000001,863051.6799999999,0,1,0,0,1,0,0,1,0,1,normal
3527,11181,150,0.019,0.019,594020.9600000001,863051.6799999999,0,1,0,0,1,0,0,1,0,1,normal
3528,11181,150,0.011,0.011,594020.9600000001,863051.6799999999,0,1,0,0,1,0,0,1,0,1,normal
3529,2,209,0.018,0.017,594020.9600000001,863051.6799999999,1,0,0,0,1,0,0,1,0,1,normal
3530,11081,150,0.012,0.013,594020.9600000001,863051.6799999999,0,1,0,0,1,0,0,1,0,1,normal
3531,2,209,0.006,0.007,594020.9600000001,863051.6799999999,1,0,0,0,1,0,0,1,0,1,normal
3532,100,242,0.013,0.014,594020.9600000001,863051.6799999999,0,0,1,0,1,0,0,1,0,1,normal
3533,11086,150,0.009,0.009,594020.9600000001,863051.6799999999,0,1,0,0,1,0,0,1,0,1,normal
3534,88,286,0.01,0.01,594020.9600000001,863051.6799999999,0,0,0,1,1,0,0,1,0,1,normal
3535,11085,150,0.007,0.008,594020.9600000001,863051.6799999999,0,1,0,0,1,0,0,1,0,1,normal
3536,11085,150,0.008,0.009,594020.9600000001,863051.6799999999,0,1,0,0,1,0,0,1,0,1,normal
3537,11085,150,0.009,0.008,594020.9600000001,863051.6799999999,0,1,0,0,1,0,0,1,0,1,normal
3538,11085,150,0.007,0.007,594020.9600000001,863051.6799999999,0,1,0,0,1,0,0,1,0,1,normal
3539,2,209,0.008,0.008,594020.9600000001,863051.6799999999,1,0,0,0,1,0,0,1,0,1,normal
